"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__Risk_Grade_Template__c","LLC_BI__Group_Number__c","LLC_BI__Weight__c","LLC_BI__lookupKey__c"
"a22Dm0000008tS3IAI","","CRE Group","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a10Dm000000MTkoIAG","","1.0","a22Dm0000008tS3IAI"
