"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Alternate_Label__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Hidden__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nFORCE__Is_Editable__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Is_Header__c","nFORCE__Is_Important__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Is_Active__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Address_Part__c"
"a3TDm000000bqaoMAA","005Dm000000nnayIAA","","FC-000073","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","State","","","","MailingState","","false","","","false","false","false","","a2EDm0000008oBQMAY","2.0","","","false","","a3TDm000000bqaoMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqapMAA","005Dm000000nnayIAA","","FC-000074","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EDm0000008oBQMAY","2.0","","","false","","a3TDm000000bqapMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqaqMAA","005Dm000000nnayIAA","","FC-000075","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EDm0000008oBVMAY","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3TDm000000bqaqMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqarMAA","005Dm000000nnayIAA","","FC-000076","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EDm0000008oBVMAY","","","","false","","a3TDm000000bqarMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqasMAA","005Dm000000nnayIAA","","FC-000077","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EDm0000008oBVMAY","","","","false","","a3TDm000000bqasMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqatMAA","005Dm000000nnayIAA","","FC-000078","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EDm0000008oBVMAY","","","","false","","a3TDm000000bqatMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqauMAA","005Dm000000nnayIAA","","FC-000079","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EDm0000008oBVMAY","2.0","","","false","","a3TDm000000bqauMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqavMAA","005Dm000000nnayIAA","","FC-000080","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EDm0000008oBVMAY","2.0","","","false","","a3TDm000000bqavMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqawMAA","005Dm000000nnayIAA","","FC-000081","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EDm0000008oBVMAY","","","","false","","a3TDm000000bqawMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqaxMAA","005Dm000000nnayIAA","","FC-000082","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","City","","","","MailingCity","","false","","","false","false","false","","a2EDm0000008oBVMAY","","","","false","","a3TDm000000bqaxMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqayMAA","005Dm000000nnayIAA","","FC-000083","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","State","","","","MailingState","","false","","","false","false","false","","a2EDm0000008oBVMAY","2.0","","","false","","a3TDm000000bqayMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqazMAA","005Dm000000nnayIAA","","FC-000084","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EDm0000008oBVMAY","2.0","","","false","","a3TDm000000bqazMAA","Contact","false","","false","false","","","false","false","false","",""
"a3TDm000000bqb3MAA","005Dm000000nnayIAA","","FC-000017","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","","","","","LLC_BI__Allocated_Facility_Amount__c","","false","","","false","true","false","","","","a2FDm000000HEEVMA4","","false","","42182148697712431","LLC_BI__Loan__c","false","","false","false","","","false","false","false","",""
