"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Billable__c","LLC_BI__Class_Name__c","LLC_BI__Destination__c","LLC_BI__IsActive__c"
"a0KDm000000d2vnMAA","","DocuSign Communicator","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","true","LLC_BI.DocuSignCommunicator","https://demo.docusign.net/restapi/v2","true"
