"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","cm_Industry_Code_Description__c","cm_Industry_Code__c"
"a1bDm000000YmooIAC","005Dm000000nnayIAA","","314994 - Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","314994"
"a1bDm000000YmopIAC","005Dm000000nnayIAA","","314999 - All Other Miscellaneous Textile Product Mills","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","All Other Miscellaneous Textile Product Mills","314999"
"a1bDm000000YmoqIAC","005Dm000000nnayIAA","","315120 - Apparel Knitting Mills","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Apparel Knitting Mills","315120"
"a1bDm000000YmorIAC","005Dm000000nnayIAA","","315210 - Cut and Sew Apparel Contractors","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Cut and Sew Apparel Contractors","315210"
"a1bDm000000YmosIAC","005Dm000000nnayIAA","","315250 - Cut and Sew Apparel Manufacturing (except Contractors)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Cut and Sew Apparel Manufacturing (except Contractors)","315250"
"a1bDm000000YmotIAC","005Dm000000nnayIAA","","315990 - Apparel Accessories and Other Apparel Manufacturing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Apparel Accessories and Other Apparel Manufacturing","315990"
"a1bDm000000YmouIAC","005Dm000000nnayIAA","","316110 - Leather and Hide Tanning and Finishing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Leather and Hide Tanning and Finishing","316110"
"a1bDm000000YmovIAC","005Dm000000nnayIAA","","316210 - Footwear Manufacturing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Footwear Manufacturing","316210"
"a1bDm000000YmowIAC","005Dm000000nnayIAA","","316990 - Other Leather and Allied Product Manufacturing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Leather and Allied Product Manufacturing","316990"
"a1bDm000000YmoxIAC","005Dm000000nnayIAA","","321113 - Sawmills","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Sawmills","321113"
"a1bDm000000YmoyIAC","005Dm000000nnayIAA","","111110 - Soybean Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Soybean Farming","111110"
"a1bDm000000YmozIAC","005Dm000000nnayIAA","","111120 - Oilseed (except Soybean) Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Oilseed (except Soybean) Farming","111120"
"a1bDm000000Ymp0IAC","005Dm000000nnayIAA","","111130 - Dry Pea and Bean Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Dry Pea and Bean Farming","111130"
"a1bDm000000Ymp1IAC","005Dm000000nnayIAA","","111140 - Wheat Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Wheat Farming","111140"
"a1bDm000000Ymp2IAC","005Dm000000nnayIAA","","111150 - Corn Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Corn Farming","111150"
"a1bDm000000Ymp3IAC","005Dm000000nnayIAA","","111160 - Rice Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Rice Farming","111160"
"a1bDm000000Ymp4IAC","005Dm000000nnayIAA","","111191 - Oilseed and Grain Combination Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Oilseed and Grain Combination Farming","111191"
"a1bDm000000Ymp5IAC","005Dm000000nnayIAA","","111199 - All Other Grain Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","All Other Grain Farming","111199"
"a1bDm000000Ymp6IAC","005Dm000000nnayIAA","","111211 - Potato Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Potato Farming","111211"
"a1bDm000000Ymp7IAC","005Dm000000nnayIAA","","111219 - Other Vegetable (except Potato) and Melon Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Vegetable (except Potato) and Melon Farming","111219"
"a1bDm000000Ymp8IAC","005Dm000000nnayIAA","","111310 - Orange Groves","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Orange Groves","111310"
"a1bDm000000Ymp9IAC","005Dm000000nnayIAA","","111320 - Citrus (except Orange) Groves","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Citrus (except Orange) Groves","111320"
"a1bDm000000YmpAIAS","005Dm000000nnayIAA","","111331 - Apple Orchards","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Apple Orchards","111331"
"a1bDm000000YmpBIAS","005Dm000000nnayIAA","","111332 - Grape Vineyards","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Grape Vineyards","111332"
"a1bDm000000YmpCIAS","005Dm000000nnayIAA","","111333 - Strawberry Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Strawberry Farming","111333"
"a1bDm000000YmpDIAS","005Dm000000nnayIAA","","111334 - Berry (except Strawberry) Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Berry (except Strawberry) Farming","111334"
"a1bDm000000YmpEIAS","005Dm000000nnayIAA","","111335 - Tree Nut Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Tree Nut Farming","111335"
"a1bDm000000YmpFIAS","005Dm000000nnayIAA","","111336 - Fruit and Tree Nut Combination Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Fruit and Tree Nut Combination Farming","111336"
"a1bDm000000YmpGIAS","005Dm000000nnayIAA","","111421 - Nursery and Tree Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Nursery and Tree Production","111421"
"a1bDm000000YmpHIAS","005Dm000000nnayIAA","","111339 - Other Noncitrus Fruit Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Noncitrus Fruit Farming","111339"
"a1bDm000000YmpIIAS","005Dm000000nnayIAA","","111411 - Mushroom Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Mushroom Production","111411"
"a1bDm000000YmpJIAS","005Dm000000nnayIAA","","111419 - Other Food Crops Grown Under Cover","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Food Crops Grown Under Cover","111419"
"a1bDm000000YmpKIAS","005Dm000000nnayIAA","","111422 - Floriculture Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Floriculture Production","111422"
"a1bDm000000YmpLIAS","005Dm000000nnayIAA","","111910 - Tobacco Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Tobacco Farming","111910"
"a1bDm000000YmpMIAS","005Dm000000nnayIAA","","111920 - Cotton Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Cotton Farming","111920"
"a1bDm000000YmpNIAS","005Dm000000nnayIAA","","111930 - Sugarcane Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Sugarcane Farming","111930"
"a1bDm000000YmpOIAS","005Dm000000nnayIAA","","111940 - Hay Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Hay Farming","111940"
"a1bDm000000YmpPIAS","005Dm000000nnayIAA","","111991 - Sugar Beet Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Sugar Beet Farming","111991"
"a1bDm000000YmpQIAS","005Dm000000nnayIAA","","111992 - Peanut Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Peanut Farming","111992"
"a1bDm000000YmpRIAS","005Dm000000nnayIAA","","111998 - All Other Miscellaneous Crop Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","All Other Miscellaneous Crop Farming","111998"
"a1bDm000000YmpSIAS","005Dm000000nnayIAA","","112111 - Beef Cattle Ranching and Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Beef Cattle Ranching and Farming","112111"
"a1bDm000000YmpTIAS","005Dm000000nnayIAA","","112112 - Cattle Feedlots","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Cattle Feedlots","112112"
"a1bDm000000YmpUIAS","005Dm000000nnayIAA","","112120 - Dairy Cattle and Milk Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Dairy Cattle and Milk Production","112120"
"a1bDm000000YmpVIAS","005Dm000000nnayIAA","","112130 - Dual-Purpose Cattle Ranching and Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Dual-Purpose Cattle Ranching and Farming","112130"
"a1bDm000000YmpWIAS","005Dm000000nnayIAA","","112210 - Hog and Pig Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Hog and Pig Farming","112210"
"a1bDm000000YmpXIAS","005Dm000000nnayIAA","","112310 - Chicken Egg Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Chicken Egg Production","112310"
"a1bDm000000YmpYIAS","005Dm000000nnayIAA","","112320 - Broilers and Other Meat Type Chicken Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Broilers and Other Meat Type Chicken Production","112320"
"a1bDm000000YmpZIAS","005Dm000000nnayIAA","","112390 - Other Poultry Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Poultry Production","112390"
"a1bDm000000YmpaIAC","005Dm000000nnayIAA","","112410 - Sheep Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Sheep Farming","112410"
"a1bDm000000YmpbIAC","005Dm000000nnayIAA","","112420 - Goat Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Goat Farming","112420"
"a1bDm000000YmpcIAC","005Dm000000nnayIAA","","112511 - Finfish Farming and Fish Hatcheries","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Finfish Farming and Fish Hatcheries","112511"
"a1bDm000000YmpdIAC","005Dm000000nnayIAA","","112512 - Shellfish Farming","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Shellfish Farming","112512"
"a1bDm000000YmpeIAC","005Dm000000nnayIAA","","112519 - Other Aquaculture","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Aquaculture","112519"
"a1bDm000000YmpfIAC","005Dm000000nnayIAA","","112910 - Apiculture","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Apiculture","112910"
"a1bDm000000YmpgIAC","005Dm000000nnayIAA","","112920 - Horses and Other Equine Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Horses and Other Equine Production","112920"
"a1bDm000000YmphIAC","005Dm000000nnayIAA","","112930 - Fur-Bearing Animal and Rabbit Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Fur-Bearing Animal and Rabbit Production","112930"
"a1bDm000000YmpiIAC","005Dm000000nnayIAA","","112990 - All Other Animal Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","All Other Animal Production","112990"
"a1bDm000000YmpjIAC","005Dm000000nnayIAA","","113110 - Timber Tract Operations","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Timber Tract Operations","113110"
"a1bDm000000YmpkIAC","005Dm000000nnayIAA","","113210 - Forest Nurseries and Gathering of Forest Products","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Forest Nurseries and Gathering of Forest Products","113210"
"a1bDm000000YmplIAC","005Dm000000nnayIAA","","113310 - Logging","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Logging","113310"
"a1bDm000000YmpmIAC","005Dm000000nnayIAA","","114111 - Finfish Fishing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Finfish Fishing","114111"
"a1bDm000000YmpnIAC","005Dm000000nnayIAA","","114112 - Shellfish Fishing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Shellfish Fishing","114112"
"a1bDm000000YmpoIAC","005Dm000000nnayIAA","","112330 - Turkey Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Turkey Production","112330"
"a1bDm000000YmppIAC","005Dm000000nnayIAA","","112340 - Poultry Hatcheries","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Poultry Hatcheries","112340"
"a1bDm000000YmpqIAC","005Dm000000nnayIAA","","114119 - Other Marine Fishing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Marine Fishing","114119"
"a1bDm000000YmprIAC","005Dm000000nnayIAA","","114210 - Hunting and Trapping","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Hunting and Trapping","114210"
"a1bDm000000YmpsIAC","005Dm000000nnayIAA","","115111 - Cotton Ginning","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Cotton Ginning","115111"
"a1bDm000000YmptIAC","005Dm000000nnayIAA","","115112 - Soil Preparation, Planting, and Cultivating","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Soil Preparation, Planting, and Cultivating","115112"
"a1bDm000000YmpuIAC","005Dm000000nnayIAA","","115113 - Crop Harvesting, Primarily by Machine","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Crop Harvesting, Primarily by Machine","115113"
"a1bDm000000YmpvIAC","005Dm000000nnayIAA","","115114 - Postharvest Crop Activities (except Cotton Ginning)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Postharvest Crop Activities (except Cotton Ginning)","115114"
"a1bDm000000YmpwIAC","005Dm000000nnayIAA","","115115 - Farm Labor Contractors and Crew Leaders","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Farm Labor Contractors and Crew Leaders","115115"
"a1bDm000000YmpxIAC","005Dm000000nnayIAA","","115116 - Farm Management Services","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Farm Management Services","115116"
"a1bDm000000YmpyIAC","005Dm000000nnayIAA","","115210 - Support Activities for Animal Production","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Animal Production","115210"
"a1bDm000000YmpzIAC","005Dm000000nnayIAA","","115310 - Support Activities for Forestry","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Forestry","115310"
"a1bDm000000Ymq0IAC","005Dm000000nnayIAA","","211120 - Crude Petroleum Extraction ","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Crude Petroleum Extraction ","211120"
"a1bDm000000Ymq1IAC","005Dm000000nnayIAA","","211130 - Natural Gas Extraction","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Natural Gas Extraction","211130"
"a1bDm000000Ymq2IAC","005Dm000000nnayIAA","","212114 - Surface Coal Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Surface Coal Mining","212114"
"a1bDm000000Ymq3IAC","005Dm000000nnayIAA","","212115 - Underground Coal Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Underground Coal Mining","212115"
"a1bDm000000Ymq4IAC","005Dm000000nnayIAA","","212210 - Iron Ore Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Iron Ore Mining","212210"
"a1bDm000000Ymq5IAC","005Dm000000nnayIAA","","212220 - Gold Ore and Silver Ore Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Gold Ore and Silver Ore Mining","212220"
"a1bDm000000Ymq6IAC","005Dm000000nnayIAA","","212230 - Copper, Nickel, Lead, and Zinc Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Copper, Nickel, Lead, and Zinc Mining","212230"
"a1bDm000000Ymq7IAC","005Dm000000nnayIAA","","212290 - Other Metal Ore Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Metal Ore Mining","212290"
"a1bDm000000Ymq8IAC","005Dm000000nnayIAA","","212311 - Dimension Stone Mining and Quarrying","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Dimension Stone Mining and Quarrying","212311"
"a1bDm000000YmqCIAS","005Dm000000nnayIAA","","212321 - Construction Sand and Gravel Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Construction Sand and Gravel Mining","212321"
"a1bDm000000Ymq9IAC","005Dm000000nnayIAA","","212312 - Crushed and Broken Limestone Mining and Quarrying","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Crushed and Broken Limestone Mining and Quarrying","212312"
"a1bDm000000YmqAIAS","005Dm000000nnayIAA","","212313 - Crushed and Broken Granite Mining and Quarrying","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Crushed and Broken Granite Mining and Quarrying","212313"
"a1bDm000000YmqBIAS","005Dm000000nnayIAA","","212319 - Other Crushed and Broken Stone Mining and Quarrying","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Crushed and Broken Stone Mining and Quarrying","212319"
"a1bDm000000YmqDIAS","005Dm000000nnayIAA","","212322 - Industrial Sand Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Industrial Sand Mining","212322"
"a1bDm000000YmqEIAS","005Dm000000nnayIAA","","212323 - Kaolin, Clay, and Ceramic and Refractory Minerals Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Kaolin, Clay, and Ceramic and Refractory Minerals Mining","212323"
"a1bDm000000YmqFIAS","005Dm000000nnayIAA","","212390 - Other Nonmetallic Mineral Mining and Quarrying","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Nonmetallic Mineral Mining and Quarrying","212390"
"a1bDm000000YmqGIAS","005Dm000000nnayIAA","","213111 - Drilling Oil and Gas Wells","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Drilling Oil and Gas Wells","213111"
"a1bDm000000YmqHIAS","005Dm000000nnayIAA","","213112 - Support Activities for Oil and Gas Operations","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Oil and Gas Operations","213112"
"a1bDm000000YmqIIAS","005Dm000000nnayIAA","","213113 - Support Activities for Coal Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Coal Mining","213113"
"a1bDm000000YmqJIAS","005Dm000000nnayIAA","","213114 - Support Activities for Metal Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Metal Mining","213114"
"a1bDm000000YmqKIAS","005Dm000000nnayIAA","","213115 - Support Activities for Nonmetallic Minerals (except Fuels) Mining","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Support Activities for Nonmetallic Minerals (except Fuels) Mining","213115"
"a1bDm000000YmqLIAS","005Dm000000nnayIAA","","221111 - Hydroelectric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Hydroelectric Power Generation","221111"
"a1bDm000000YmqMIAS","005Dm000000nnayIAA","","221112 - Fossil Fuel Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Fossil Fuel Electric Power Generation","221112"
"a1bDm000000YmqQIAS","005Dm000000nnayIAA","","221121 - Electric Bulk Power Transmission and Control","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Electric Bulk Power Transmission and Control","221121"
"a1bDm000000YmqNIAS","005Dm000000nnayIAA","","221113 - Nuclear Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Nuclear Electric Power Generation","221113"
"a1bDm000000YmqOIAS","005Dm000000nnayIAA","","221114 - Solar Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Solar Electric Power Generation","221114"
"a1bDm000000YmqPIAS","005Dm000000nnayIAA","","221115 - Wind Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Wind Electric Power Generation","221115"
"a1bDm000000YmqRIAS","005Dm000000nnayIAA","","221116 - Geothermal Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Geothermal Electric Power Generation","221116"
"a1bDm000000YmqSIAS","005Dm000000nnayIAA","","221117 - Biomass Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Biomass Electric Power Generation","221117"
"a1bDm000000YmqTIAS","005Dm000000nnayIAA","","221118 - Other Electric Power Generation","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Other Electric Power Generation","221118"
"a1bDm000000YmqUIAS","005Dm000000nnayIAA","","221122 - Electric Power Distribution","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Electric Power Distribution","221122"
"a1bDm000000YmqVIAS","005Dm000000nnayIAA","","221210 - Natural Gas Distribution","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Natural Gas Distribution","221210"
"a1bDm000000YmqWIAS","005Dm000000nnayIAA","","221310 - Water Supply and Irrigation Systems","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Water Supply and Irrigation Systems","221310"
"a1bDm000000YmqXIAS","005Dm000000nnayIAA","","221320 - Sewage Treatment Facilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","Sewage Treatment Facilities","221320"
