"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","LLC_BI__Spread_Statement_Type__c","LLC_BI__Debit__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Grand_Total__c","LLC_BI__Row_Number__c","LLC_BI__Title__c","LLC_BI__lookupKey__c","LLC_BI__Group_Type__c","LLC_BI__Is_Summary_Group__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Total_Type__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Color__c"
"a16Dm000000MOhCIAW","","Total Changes in Equity Accounts","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","false","false","true","","30.0","Changes in Equity Accounts","42565215663068856","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhDIAW","","Total Unexplained Balance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1PIAS","false","false","false","true","","230.0","Unexplained Balance","42166907798044234","Financial","false","None","false","","","","Standard","false","","true",""
"a16Dm000000MOhEIAW","","Beginning Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","false","false","true","","10.0","Beginning Net Worth","42817616632947599","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhFIAW","","Total Changes in Retained Earnings","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","false","false","true","","20.0","Changes in Retained Earnings","42354076055575980","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhGIAW","","Total Adjustments to Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","true","false","true","","40.0","Adjustments to Net Worth","42611500002539314","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhHIAW","","Total Change in Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","false","false","true","","50.0","Change in Net Worth","42351029220016611","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhIIAW","","Total Unexplained Difference","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1QIAS","false","false","false","true","","60.0","Unexplained Difference","42113486014208151","Financial","false","None","false","","","","Standard","false","","true",""
"a16Dm000000MOhJIAW","","Cash Collected From Sales","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","1.0","Cash Collected From Sales","42890895009592955","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhKIAW","","Cash Paid to Suppliers","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","11.0","Cash Paid to Suppliers","42513113414734184","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhLIAW","","CASH FROM TRADING ACTIVITIES","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","21.0","Cash From Trading Activities","42879194281248397","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhMIAW","","Taxes Paid","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","61.0","Taxes Paid","42046252363911252","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhNIAW","","Cash Paid for Operating Costs","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","31.0","Cash Paid for Operating Costs","42500854068320667","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhOIAW","","CASH AFTER OPERATIONS","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","41.0","Cash After Operations","42390712035254153","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhPIAW","","Total Other Income (Expense)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","51.0","Other Income (Expense)","42997514425460881","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhQIAW","","NET CASH AFTER OPERATIONS","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","71.0","Net Cash After Operations","42579540808969946","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhRIAW","","Cash Paid for Dividends & Interest","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","81.0","Cash Paid for Dividends & Interest","42768032999315307","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhSIAW","","NET CASH INCOME","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","91.0","NET CASH INCOME","42461740325982999","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhTIAW","","Cash Effect. Debt Amortization","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","101.0","Debt Amortization","42478018440413118","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhUIAW","","CASH AFTER DEBT AMORT","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","111.0","Cash After Debt Amort","42957578072350681","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhVIAW","","Change in Net Fixed Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","121.0","Change in Net Fixed Assets","42733986438454916","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhWIAW","","Change in Investments","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","131.0","Change in Investments","42458606975560203","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhXIAW","","Change in Net Intangibles","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","141.0","Change in Net Intangibles","42042805586749591","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhYIAW","","Cash Paid for Plant and Investments","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","151.0","Cash Paid for Plant and Investments","42860447237028033","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhZIAW","","Extraordinary and Non-Cash Items","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","161.0","Extraordinary and Non-Cash Items","42038260923002367","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhaIAG","","FINANCING SURPLUS (REQMNTS)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","171.0","Financing Surplus (REQMNTS)","6.624317606890306","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhbIAG","","Net Change in Borrowing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","181.0","Change in Borrowing","42760867792006029","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhcIAG","","Net Change in Other Funding","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","191.0","Change in Other Funding","42897857891290018","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhdIAG","","Net Cash from Funding","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","201.0","Cash from Funding","42784944492459088","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOheIAG","","CASH AFTER FINANCING","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","true","false","true","","211.0","CASH AFTER FINANCING","42671681409129016","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhfIAG","","Total Unexplained Balance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1RIAS","false","false","false","true","","221.0","Unexplained Balance","42755109178538638","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhgIAG","","Partial Year Adjustment","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","1.0","Partial Year Adjustment","42857057403925193","Decimal","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhhIAG","","Prior Period Values","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","6.0","Prior Period Values","42234252987373706","Financial","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhiIAG","","Annualized Values","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","11.0","Annualized Values","42897993379334636","Financial","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhjIAG","","Liquidity","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","21.0","Liquidity","42428524354303488","Decimal","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhkIAG","","Leverage","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","31.0","Leverage","42091917211387973","Financial","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhlIAG","","Coverage","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","41.0","Coverage","42009109441138057","Decimal","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhmIAG","","Profitability","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","51.0","Profitability","42826573081564332","Percentage","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhnIAG","","Activity","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","61.0","Activity","42098688723697985","Decimal","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhoIAG","","Growth (%)","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1SIAS","false","false","false","true","","71.0","Growth (%)","42045770598728661","Percentage","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhpIAG","","Beginning Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","1.0","Beginning Net Worth","42239603915309751","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhqIAG","","Total Changes in Retained Earnings","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","11.0","Changes in Retained Earnings","42804725109227267","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhrIAG","","Unexplained Difference","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","51.0","Unexplained Difference","42039520825157807","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhsIAG","","Total Changes in Equity Accounts","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","21.0","Change in Equity Accounts","42291098688061842","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhtIAG","","Total Adjustments to Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","31.0","Adjustments to Net Worth","42104496465864188","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhuIAG","","Total Changes in Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1TIAS","false","false","false","true","","41.0","Changes in Net Worth","42831580957451254","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhvIAG","","Cash Available to Service Debt","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1UIAS","false","false","false","true","","1.0","Cash Available to Service Debt","42652834755583733","Financial","false","Cash Flow","false","","","","Standard","false","","false",""
"a16Dm000000MOhwIAG","","Historical Debt Service","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1UIAS","false","false","false","true","","21.0","Historical Debt Service","42280074444771266","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOhxIAG","","Pro Forma Debt Service","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1UIAS","false","false","false","true","","31.0","Pro Forma Debt Service","42892241898461682","Financial","false","Debt Service","false","","","","Standard","false","","false",""
"a16Dm000000MOhyIAG","","Cash Flow Coverage","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1UIAS","false","false","false","true","","41.0","Cash Flow Coverage","4275480573220545","Financial","false","None","true","","","","Standard","false","","false",""
"a16Dm000000MOhzIAG","","Net Cash from Operations","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","1.0","Cash from Operations","42788698379363483","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi0IAG","","Change in Net Fixed Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","11.0","Change in Net Fixed Assets","42001865691724166","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi1IAG","","Change in Investments","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","21.0","Change in Investments","42539089250057688","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi2IAG","","Change in Net Intangibles","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","31.0","Change in Net Intangibles","42764684023272868","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi3IAG","","Net Cash Used in Investing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","true","false","true","","41.0","Cash Used in Investing","42163020430467326","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi4IAG","","Net Change in Borrowing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","51.0","Change in Borrowing","42060390475032798","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi5IAG","","Net Change in Other Funding","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","61.0","Change in Other Funding","42429357922508616","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi6IAG","","Net Cash Provided by Financing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","true","false","true","","71.0","Cash Provided by Financing","42844423991514599","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi7IAG","","Change in Cash & Equivalents","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","81.0","Change in Cash & Equivalents","42442953604161997","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi8IAG","","Unexplained Difference","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1VIAS","false","false","false","true","","91.0","Balance Check","42160649616917997","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOi9IAG","","Net/Sales/Revenue","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","10.0","Sales","42897381061101819","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiAIAW","","Total Cost of Sales/Revenue","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","20.0","Cost of Goods Sold","42437201940093616","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiBIAW","","Gross Profit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","true","false","true","","30.0","Gross Profit","42456361211164688","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiCIAW","","Total Operating Expense","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","40.0","Operating Expense","42014494498503595","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiDIAW","","Net Operating Profit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","true","false","true","","50.0","Operating Profit","42482376275613777","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiEIAW","","Other Income and Expense","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","70.0","Other Income and Expense","42388356549456001","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiFIAW","","Profit Before Taxes","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","true","false","true","","80.0","Profit Before Taxes","42103379587475932","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiGIAW","","Total Provision for Taxes","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","90.0","Provision for Taxes","42602021403431372","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiHIAW","","Profit Before Extraordinary Items","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","true","false","true","","100.0","Profit Before Extraordinary Items","42044775931922490","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiIIAW","","Total Extraordinary Income","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","false","false","true","","110.0","Extraordinary Items","42457533367606369","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiJIAW","","Net Profit","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1WIAS","false","true","false","true","","120.0","Net Profit","42245232065954477","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiKIAW","","Total Current Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","10.0","CURRENT ASSETS","42093744676073960","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiLIAW","","Total Non-Current Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","20.0","NON-CURRENT ASSETS","42579840133000776","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiMIAW","","Total Assets","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","true","false","true","","30.0","TOTAL ASSETS","42724745273363278","Financial","false","Total Assets","false","","","","Standard","false","","false",""
"a16Dm000000MOiNIAW","","Total Current Liabilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","40.0","CURRENT LIABILITIES","42102983620417055","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiOIAW","","Total Non-Current Liabilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","50.0","NON-CURRENT LIABILITIES","42056250032197753","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiPIAW","","Total Liabilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","true","false","true","","60.0","TOTAL LIABILITIES","42511875094420169","Financial","false","Total Liabilities","false","","","","Standard","false","","false",""
"a16Dm000000MOiQIAW","","Total Shareholders Equity","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","70.0","EQUITY","42046740833139189","Financial","false","Total Equity","false","","","","Standard","false","","false",""
"a16Dm000000MOiRIAW","","Calc Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","true","false","true","","80.0","CALC NET WORTH","42873649323595325","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiSIAW","","Tangible Net Worth","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","true","false","true","","85.0","Tangible Net Worth","42509239023111509","Financial","false","Adjusted Total Equity","false","","","","Standard","false","","false",""
"a16Dm000000MOiTIAW","","Unexplained Difference","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1XIAS","false","false","false","true","","90.0","Balance Check","42870564370039089","Financial","false","None","false","","","","Standard","false","","true",""
"a16Dm000000MOiUIAW","","Cash Collected From Sales","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1YIAS","false","false","false","true","","1.0","Cash Collected From Sales","42821861938664934","Financial","false","None","false","","","","Standard","false","","false",""
"a16Dm000000MOiVIAW","","Cash Paid to Suppliers","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","a19Dm000001Iw1YIAS","false","false","false","true","","11.0","Cash Paid to Suppliers","42628031810247786","Financial","false","None","false","","","","Standard","false","","false",""
