"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__CFG_ConfigKeys__c","LLC_BI__CFG_ConfigValue__c","LLC_BI__Product_Type__c","LLC_BI__lookupKey__c","LLC_BI__Product__c","LLC_BI__sObject_Type__c"
"a0CDm000000kMsoMAE","","CFG-CKJ00014883","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlhMAE","","a0CDm000000kMuTMAU","",""
"a0CDm000000kMspMAE","","CFG-CKJ00014885","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJllMAE","","a0CDm000000kMuVMAU","",""
"a0CDm000000kMsqMAE","","CFG-CKJ00014886","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlTMAU","","a0CDm000000kMuWMAU","",""
"a0CDm000000kMsrMAE","","CFG-CKJ00014887","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlmMAE","","a0CDm000000kMuXMAU","",""
"a0CDm000000kMssMAE","","CFG-CKJ00014888","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlnMAE","","a0CDm000000kMuYMAU","",""
"a0CDm000000kMstMAE","","CFG-CKJ00014889","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJloMAE","","a0CDm000000kMuZMAU","",""
"a0CDm000000kMsuMAE","","CFG-CKJ00014890","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlpMAE","","a0CDm000000kMuaMAE","",""
"a0CDm000000kMsvMAE","","CFG-CKJ00014891","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlrMAE","","a0CDm000000kMubMAE","",""
"a0CDm000000kMswMAE","","CFG-CKJ00014892","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000giedMAA","a0EDm000000dJlsMAE","","a0CDm000000kMucMAE","",""
"a0CDm000000kMsxMAE","","CFG-CKJ00014893","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000gieeMAA","a0EDm000000dJlbMAE","","a0CDm000000kMueMAE","",""
"a0CDm000000kMsyMAE","","CFG-CKJ00014894","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","a0DDm000000gieeMAA","a0EDm000000dJlXMAU","","a0CDm000000kMufMAE","",""
